종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"047040","대우건설","17260","1360","8.55","15490","17590","15480","53892697","907304094835","7173646731880","415622638"
"003090","대웅","24850","400","1.64","23950","24950","23600","78202","1910953825","1444828203000","58141980"
"069620","대웅제약","167000","5600","3.47","159600","167000","158300","32264","5305824500","1934958025000","11586575"
"000430","대원강업","3970","-30","-0.75","3975","4000","3870","143956","564361650","246140000000","62000000"
"006340","대원전선","5270","-170","-3.13","5290","5480","5100","2587852","13536829790","413243972320","78414416"
"006345","대원전선우","3730","-65","-1.71","3790","3790","3660","17250","63841895","9777076000","2621200"
"003220","대원제약","10520","80","0.77","10750","10750","10250","28189","295142390","235938173160","22427583"
"024890","대원화성","785","0","0.00","800","800","772","61894","48298763","32380584320","41249152"
"002880","대유에이텍","926","-1","-0.11","927","927","913","50075","46077475","43312719370","46773995"
"012800","대창","1321","6","0.46","1309","1330","1277","621351","807233720","120396599179","91140499"
"015230","대창단조","6790","170","2.57","6570","6790","6500","54783","363065720","194005441700","28572230"
"001070","대한방직","6860","-90","-1.29","6950","6950","6750","11867","81137460","36358000000","5300000"
"006650","대한유화","133400","-4400","-3.19","138600","138800","127500","105782","13848474600","867100000000","6500000"
"001440","대한전선","28250","-750","-2.59","28150","28500","27000","2189610","60777143925","5267136225000","186447300"
"084010","대한제강","10530","-170","-1.59","10560","10690","10340","20861","217680175","361932905880","34371596"
"001790","대한제당","2925","-25","-0.85","2940","2945","2900","343461","1002649657","262362496500","89696580"
"001795","대한제당우","2405","20","0.84","2385","2405","2360","40985","97587719","15591037800","6482760"
"001130","대한제분","151700","-400","-0.26","150000","151800","148300","1526","227873400","256373000000","1690000"
"439260","대한조선","85700","-2100","-2.39","85300","87800","83300","130806","11127825500","3301704938400","38526312"
"003490","대한항공","25300","350","1.40","24550","25350","24500","2218835","55622305600","9315982723300","368220661"
"003495","대한항공우","24350","150","0.62","24200","24500","23900","6234","150196975","27047833900","1110794"
"005880","대한해운","2315","-40","-1.70","2310","2385","2245","8424110","19357085976","747160092100","322747340"
"003830","대한화섬","124500","1300","1.06","122600","124500","120900","317","38465200","165336000000","1328000"
"016090","대현","1677","-7","-0.42","1670","1679","1622","84280","139895541","74261433870","44282310"
"069460","대호에이엘","532","0","0.00","0","0","0","0","0","46322278464","87071952"
"475560","더본코리아","21050","-100","-0.47","21000","21150","20650","10834","225938550","312128768500","14827970"
"192080","더블유게임즈","50500","200","0.40","50000","50500","49150","47253","2355326825","1069260134000","21173468"
"012510","더존비즈온","119300","600","0.51","119100","119400","119100","22469","2678691050","3626102026000","30394820"
"004830","덕성","4405","-10","-0.23","4380","4470","4320","63050","275980049","69070400000","15680000"
"004835","덕성우","6080","20","0.33","6150","6150","5910","3143","18869160","8463360000","1392000"
"145720","덴티움","53000","-800","-1.49","53200","53200","51500","36034","1888123750","457066223000","8623891"
"002150","도화엔지니어링","6360","10","0.16","6340","6400","6180","87612","551224580","214459200000","33720000"
"460850","동국씨엠","5880","20","0.34","5860","5910","5780","56763","331516185","175804097280","29898656"
"460860","동국제강","9260","160","1.76","9000","9290","8760","162512","1469969595","459370237420","49608017"
"001230","동국홀딩스","9970","40","0.40","9930","10230","9770","113276","1130523105","317050815510","31800483"
"023450","동남합성","30550","50","0.16","30900","30900","30250","1709","51927550","106925000000","3500000"
"004140","동방","2720","-85","-3.03","2780","2795","2640","801246","2161550772","130483203520","47971766"
"007590","동방아그로","5890","-10","-0.17","5860","5910","5850","3387","19876430","80207528530","13617577"
"005960","동부건설","8510","-160","-1.85","8700","8710","8330","194092","1642267300","195276102130","22946663"
"005965","동부건설우","18710","-360","-1.89","19300","19300","18660","1079","20186350","4223445720","225732"
"026960","동서","27400","150","0.55","26850","27400","26700","64774","1758497475","2731780000000","99700000"
"002210","동성제약","973","0","0.00","0","0","0","0","0","25900780311","26619507"
"102260","동성케미컬","4275","-90","-2.06","4450","4615","4230","1539818","6796308843","214505781525","50176791"
"000640","동아쏘시오홀딩스","98400","0","0.00","98000","98400","96200","10585","1031165300","643185105600","6536434"
"170900","동아에스티","45850","1950","4.44","43750","45850","43300","17354","779594700","424964989050","9268593"
"028100","동아지질","17580","380","2.21","17170","17930","16800","55271","968490390","235387445160","13389502"
"001520","동양","797","-15","-1.85","804","806","782","969732","765619289","190231198211","238684063"
"001527","동양2우B","7780","-260","-3.23","7840","7840","7730","10509","82011950","2400666820","308569"
"084670","동양고속","40500","-1000","-2.41","40900","41000","39800","17012","686140175","117270544500","2895569"
"082640","동양생명","9000","330","3.81","8500","9150","8410","448181","4000690025","1452227265000","161358585"
"001525","동양우","4360","35","0.81","4270","4380","4270","2678","11603505","2693307160","617731"
"018500","동원금속","1686","-9","-0.53","1680","1695","1647","336217","560800463","78828817038","46754933"
"006040","동원산업","40000","50","0.13","39550","40000","39000","35892","1416264150","1765919440000","44147986"
"030720","동원수산","5880","-10","-0.17","5900","5900","5780","9544","55693275","27364373400","4653805"
"014820","동원시스템즈","26250","-200","-0.76","25800","26250","25250","41119","1059008650","761021152500","28991282"
"014825","동원시스템즈우","16390","20","0.12","16500","16500","16280","58","948220","4328779290","264111"
"111380","동인기연","14140","60","0.43","14080","14140","13860","4853","67731440","86649920000","6128000"
"163560","동일고무벨트","6890","10","0.15","6830","6920","6710","23143","158024680","95771000000","13900000"
"004890","동일산업","38750","-500","-1.27","39200","39750","38550","333","12887525","93977081250","2425215"
"002690","동일제강","1563","15","0.97","1533","1599","1493","56937","86812658","31729462680","20300360"
"000020","동화약품","6020","-10","-0.17","6030","6040","5900","99177","590544745","168147449400","27931470"
"000150","두산","1203000","-36000","-2.91","1166000","1230000","1132000","81128","96114039000","19481183505000","16193835"
"000157","두산2우B","451000","-5000","-1.10","440000","462000","427000","1364","612505000","402760138000","893038"
"454910","두산로보틱스","84900","-500","-0.59","82400","85400","81100","166771","13822831450","5503216302000","64819980"
"241560","두산밥캣","59600","-900","-1.49","59500","60000","57900","208806","12312850200","5713021474000","95856065"
"034020","두산에너빌리티","98100","-2800","-2.78","97700","99200","95100","3549743","344355383700","62839048422600","640561146"
"000155","두산우","497500","-3500","-0.70","475000","504000","464500","20607","9943607250","1988239845000","3996462"
"336260","두산퓨얼셀","38150","-700","-1.80","37700","38150","36550","382533","14304412925","2498585646900","65493726"
"33626K","두산퓨얼셀1우","7250","-100","-1.36","7300","7300","6950","23663","167863325","96890450000","13364200"
"33626L","두산퓨얼셀2우B","9600","-40","-0.41","9820","9820","9320","1088","10268550","28668480000","2986300"
"016740","두올","4640","90","1.98","4550","4665","4450","69226","315420640","133047471360","28674024"
"192650","드림텍","6840","-40","-0.58","6680","6840","6600","294017","1966066195","471783521160","68974199"
"024090","디씨엠","12310","30","0.24","12390","12390","12230","3681","45201660","140334000000","11400000"
"003160","디아이","34500","-1250","-3.50","34350","35300","33000","356836","12157806825","976350000000","28300000"
"092200","디아이씨","8600","-90","-1.04","8560","8700","8300","234745","1987482715","334441693400","38888569"
"377190","디앤디플랫폼리츠","3155","50","1.61","3120","3155","3085","125462","391312192","278902000000","88400000"
"013570","디와이","4950","45","0.92","4905","5100","4775","139187","680021870","130282183350","26319633"
"024900","디와이덕양","1999","-21","-1.04","2040","2040","1960","103813","205082346","65097395020","32564980"
"210540","디와이파워","13480","100","0.75","13180","13550","13060","68979","917728130","148842223840","11041708"
"032350","롯데관광개발","19850","680","3.55","18500","19910","18480","579515","11296333070","1580089258900","79601474"
"089860","롯데렌탈","32600","1000","3.16","31400","32600","31250","54418","1745213725","1183686048800","36309388"
"330590","롯데리츠","4640","20","0.43","4620","4700","4565","223297","1032260400","1340815621760","288968884"
"000400","롯데손해보험","2130","15","0.71","2125","2160","2050","368207","771808340","661016361600","310336320"
"023530","롯데쇼핑","114400","300","0.26","111500","116400","111200","201593","23161807100","3236233572000","28288755"
"020150","롯데에너지머티리얼즈","42100","1550","3.82","39250","43100","38750","247141","10290413900","2204585992300","52365463"
"280360","롯데웰푸드","116200","2100","1.84","113400","116400","111900","14881","1711778800","1081191498800","9304574"
"286940","롯데이노베이트","22100","600","2.79","21100","22450","21100","25561","553602775","334359010700","15129367"
"004000","롯데정밀화학","51800","200","0.39","53700","54300","49700","150209","7697638950","1336440000000","25800000"
"004990","롯데지주","30950","200","0.65","30300","31050","30000","318643","9750083100","3246940885150","104909237"
"00499K","롯데지주우","30500","-50","-0.16","30500","30500","29700","921","27916450","24570891500","805603"
"005300","롯데칠성","117900","900","0.77","116000","117900","114600","17043","1983694200","1093980423600","9278884"
"005305","롯데칠성우","81600","100","0.12","79300","82400","79300","1445","116461600","63265296000","775310"
"011170","롯데케미칼","82700","2200","2.73","82300","83500","78100","417729","33797701250","3537527151300","42775419"
"071840","롯데하이마트","8130","-20","-0.25","8090","8130","7900","24103","193502455","191930698560","23607712"
"027740","마니커","810","2","0.25","814","814","796","161281","129564867","51444094680","63511228"
"357430","마스턴프리미어리츠","1496","10","0.67","1486","1496","1481","38641","57492007","45635939272","30505307"
"001080","만호제강","5170","-60","-1.15","5230","5350","5000","81476","418200040","214555000000","41500000"
"088980","맥쿼리인프라","11410","-50","-0.44","11370","11440","11370","1139533","12980692415","5464499940130","478921993"
"094800","맵스리얼티","7050","90","1.29","6980","7100","6900","129259","906183050","654482033550","92834331"
"138040","메리츠금융지주","116400","2200","1.93","113200","116900","111200","289409","33141206500","19671748177200","169001273"
"090370","메타랩스","1483","13","0.88","1470","1497","1441","83844","122409769","36933653787","24904689"
"118000","메타케어","241","1","0.42","241","241","234","309481","73309419","41398344724","171777364"
"017180","명문제약","1900","9","0.48","1891","1906","1810","120805","226185292","64511562600","33953454"
"009900","명신산업","9800","-30","-0.31","9650","9860","9500","135776","1316798375","514207303400","52470133"
"317450","명인제약","57100","300","0.53","56400","57100","55600","11490","645914750","833660000000","14600000"
"012690","모나리자","2465","350","16.55","2175","2665","2155","20438856","50685343896","90148143575","36571255"
"005360","모나미","1722","-3","-0.17","1725","1725","1675","24477","41584914","32541162654","18897307"
"070960","모나용평","3020","15","0.50","3075","3075","2940","83441","248387291","145362665660","48133333"
"009680","모토닉","10760","20","0.19","10670","10770","10560","17575","187565020","301818000000","28050000"
"009580","무림P&P","2805","-200","-6.66","3020","3150","2795","2737523","8075456426","174943148820","62368324"
"009200","무림페이퍼","2090","-50","-2.34","2220","2340","2060","2299170","5042179640","86963457900","41609310"
"033920","무학","8840","-40","-0.45","8800","8860","8690","49453","433348095","251940000000","28500000"
"008420","문배철강","2285","-15","-0.65","2290","2310","2225","65153","146836690","46850508925","20503505"
"025560","미래산업","13470","110","0.82","13120","13560","12720","56035","729697945","60381349380","4482654"
"007120","미래아이앤지","2120","-30","-1.40","2180","2205","2020","378355","798648837","61222648960","28878608"
"396690","미래에셋글로벌리츠","2495","15","0.60","2480","2495","2465","84413","208793333","98816820300","39605940"
"357250","미래에셋맵스리츠","2405","15","0.63","2380","2415","2370","33516","79984895","60113227525","24995105"
"085620","미래에셋생명","17910","680","3.95","17230","18490","16790","980458","17295804990","3170359944990","177016189"
"006800","미래에셋증권","67100","1800","2.76","63200","67200","62400","2969987","193952002900","37261730976800","555316408"
"00680K","미래에셋증권2우B","20500","350","1.74","19800","20650","19460","423505","8531806270","2798250000000","136500000"
"006805","미래에셋증권우","22750","200","0.89","22550","23400","21100","159175","3507205650","320223312500","14075750"
"081660","미스토홀딩스","40200","100","0.25","39600","40400","39100","133636","5337895550","2134291968000","53091840"
"002840","미원상사","135800","-1700","-1.24","137500","137500","132000","3671","495338950","645050000000","4750000"
"268280","미원에스씨","125800","-1000","-0.79","126500","126500","121900","1100","135915100","629000000000","5000000"
"107590","미원홀딩스","65000","0","0.00","65000","65000","64900","445","28923700","150800000000","2320000"
"134380","미원화학","119700","0","0.00","119400","119700","117300","2006","239238400","263252379600","2199268"
"003650","미창석유","112500","0","0.00","112500","113300","109100","3358","372407750","195713100000","1739672"
"377740","바이오노트","5480","10","0.18","5430","5540","5370","70003","382010075","561020743040","102376048"
"003610","방림","5200","20","0.39","5320","5320","5000","323118","1648931180","209051221600","40202158"
"035150","백산","12960","-110","-0.84","13060","13060","12820","21169","273787615","263219582880","20310153"
"002410","범양건영","1935","0","0.00","0","0","0","0","0","53173451700","27479820"
"007210","벽산","1860","-9","-0.48","1855","1867","1824","209253","386458754","124359600000","66860000"
"002760","보락","1157","-26","-2.20","1173","1173","1110","295857","336486624","69304300000","59900000"
"003850","보령","9650","-10","-0.10","9550","9670","9350","105806","1004587900","827846547550","85787207"
"000890","보해양조","432","-4","-0.92","432","433","422","341433","145937944","59667895728","138120129"
"003000","부광약품","9600","270","2.89","9330","9890","8850","10186203","96847553680","947180841600","98664671"
"001270","부국증권","75800","800","1.07","72800","76500","72800","14895","1111994000","786037358800","10369886"
"001275","부국증권우","38650","200","0.52","38350","38650","38250","11141","428192400","115950000000","3000000"
"026940","부국철강","1997","2","0.10","1965","2020","1965","30413","60533961","39940000000","20000000"
"011390","부산산업","73700","-100","-0.14","73800","73800","71000","3469","250224500","77827200000","1056000"
"005030","부산주공","486","0","0.00","0","0","0","0","0","45092532168","92782988"
"006740","블루산업개발","586","-3","-0.51","596","612","574","347402","203496477","33387694568","56975588"
"002070","비비안","390","13","3.45","377","393","363","558894","211016893","17626470030","45196077"
"100220","비상교육","5450","-100","-1.80","5490","5490","5330","16648","89843270","70832238450","12996741"
"090460","비에이치","21700","-100","-0.46","21200","22100","21150","353526","7684220600","731540374600","33711538"
"005180","빙그레","74200","1000","1.37","72500","74400","71900","16333","1196287100","709033162600","9555703"
"003960","사조대림","32550","-250","-0.76","32750","33200","32050","11911","384888850","298303400850","9164467"
"008040","사조동아원","1030","1","0.10","1020","1034","1008","412318","421300531","145378938000","141144600"
"007160","사조산업","53300","-500","-0.93","53200","53700","52500","3632","193138500","266500000000","5000000"
"014710","사조씨푸드","7310","0","0.00","7260","7470","7160","16631","121934070","125867549330","17218543"
"006090","사조오양","8240","10","0.12","8120","8250","8120","6394","52324810","77643369360","9422739"
"062040","산일전기","149300","-19300","-11.45","162100","162500","145000","4238017","625041037050","4560398360000","30545200"
"001470","삼부토건","347","0","0.00","0","0","0","0","0","79699592928","229681824"
"028050","삼성E&A","33100","200","0.61","31600","33150","31050","1781247","57338549400","6487600000000","196000000"
"448730","삼성FN리츠","5550","50","0.91","5530","5550","5420","73490","404497875","505327500000","91050000"
"006400","삼성SDI","405500","9000","2.27","387500","409000","375000","657568","259824926750","32677432415000","80585530"
"006405","삼성SDI우","213000","5500","2.65","205500","215500","202000","11365","2377815500","344611848000","1617896"
"006660","삼성공조","11520","-40","-0.35","11230","11570","11190","17370","196312930","93615137280","8126314"
"028260","삼성물산","269000","-9000","-3.24","267500","270500","258000","683519","181003086500","45723690336000","169976544"
"02826K","삼성물산우B","180800","-1700","-0.93","174000","182000","174000","12333","2174121350","265340272000","1467590"
"207940","삼성바이오로직스","1606000","21000","1.32","1551000","1608000","1537000","27116","42876318000","74343267306000","46290951"
"032830","삼성생명","223000","1000","0.45","218000","224500","215000","310598","68418985000","44600000000000","200000000"
"018260","삼성에스디에스","156300","200","0.13","153700","156600","151700","113250","17520964950","12094150140000","77377800"
"0126Z0","삼성에피스홀딩스","531000","-2000","-0.38","522000","531000","513000","38514","20065691000","13212899019000","24883049"
"009150","삼성전기","434000","-23000","-5.03","436500","438500","418000","700060","299397337000","32417064064000","74693696"
"009155","삼성전기우","169200","-6800","-3.86","166900","173900","163300","24975","4181879200","491861692800","2906984"
"005930","삼성전자","179700","-400","-0.22","172100","181700","172000","29138966","5118700219500","1063758934583400","5919637922"
"005935","삼성전자우","126200","-100","-0.08","119900","127200","119800","3534037","433510354350","102976002596800","815974664"
"001360","삼성제약","1864","-28","-1.48","1886","1890","1824","654091","1212351113","175518115256","94162079"
"010140","삼성중공업","26000","-350","-1.33","25700","26150","25000","3215404","82223057550","22880000000000","880000000"
"016360","삼성증권","97600","3100","3.28","92000","98300","91600","414979","39666493700","8715680000000","89300000"
"068290","삼성출판사","9130","0","0.00","8940","9150","8880","7943","71505000","91300000000","10000000"
"029780","삼성카드","55000","500","0.92","53900","55100","53300","125189","6771397950","6372239005000","115858891"
"000810","삼성화재","443000","-10000","-2.21","443000","445500","432500","160124","70175656250","20382941665000","46011155"
"000815","삼성화재우","379500","2000","0.53","365000","379500","365000","25158","9265112000","1176264045000","3099510"
"006110","삼아알미늄","28850","-250","-0.86","28500","28950","27550","66310","1875402400","436311676750","15123455"
"0120G0","삼양바이오팜","142600","4000","2.89","136600","144000","123700","155820","21292431950","1060355062000","7435870"
"145990","삼양사","45700","-450","-0.98","45950","46600","45300","6562","299638875","471324619300","10313449"
"145995","삼양사우","34800","0","0.00","33800","34800","33800","75","2565650","12878436000","370070"
"003230","삼양식품","1183000","-5000","-0.42","1160000","1250000","1160000","56494","68261932000","8911556745000","7533015"
"002170","삼양통상","59900","200","0.34","59300","60000","57500","3812","226917800","179700000000","3000000"
"272550","삼양패키징","13600","-1680","-10.99","16010","17200","13520","2276736","35038453650","204930321600","15068406"
"000070","삼양홀딩스","70500","500","0.71","69400","70500","68500","11397","790942200","547304965500","7763191"
"003720","삼영","7620","-260","-3.30","7800","7840","7210","1447021","10762277720","259080000000","34000000"
"002810","삼영무역","19470","-410","-2.06","19870","19870","19030","20421","393768880","359551477560","18466948"
"005680","삼영전자","16010","70","0.44","15940","16570","15510","157094","2501965285","320200000000","20000000"
"023000","삼원강재","2335","-25","-1.06","2340","2360","2330","26511","62051422","93400000000","40000000"
"004380","삼익THK","9960","0","0.00","0","0","0","0","0","206172000000","20700000"
"002450","삼익악기","1226","-16","-1.29","1233","1244","1219","128670","157730154","110990901790","90530915"
"004440","삼일씨엔에스","10000","50","0.50","9630","10940","9120","773272","7893682055","127319470000","12731947"
"000520","삼일제약","10020","-240","-2.34","10170","10170","9860","139342","1392593230","217351946220","21691811"
"009770","삼정펄프","31700","-350","-1.09","30750","32150","30750","1866","58900850","79249080700","2499971"
"005500","삼진제약","18540","-120","-0.64","18510","18570","18200","17131","315595140","246952800000","13320000"
"004690","삼천리","147200","-2300","-1.54","146500","148000","141100","17080","2477598000","596899680000","4055025"
"010960","삼호개발","4125","115","2.87","3960","4250","3950","89897","367060159","99495000000","24120000"
"004450","삼화왕관","27900","0","0.00","27950","28150","27450","3138","87568450","60107174100","2154379"
"009470","삼화전기","36700","450","1.24","35300","36950","34525","66729","2373529475","242727194000","6613820"
"011230","삼화전자","2550","5","0.20","2525","2560","2465","18070","45104195","48872751750","19165785"
"001820","삼화콘덴서","56100","-1300","-2.26","55400","56800","53000","253903","14035942450","583159500000","10395000"
"000390","삼화페인트","9800","-370","-3.64","10440","10510","9560","2391572","23747574560","266593996200","27203469"
"001290","상상인증권","1178","-10","-0.84","1164","1202","1135","1036980","1215642287","127621127360","108337120"
"041650","상신브레이크","2640","20","0.76","2605","2640","2565","30417","78849695","56684628000","21471450"
"075180","새론오토모티브","3050","-30","-0.97","3080","3080","3000","3915","11891900","58560000000","19200000"
"007540","샘표","54400","100","0.18","53800","54500","53100","5934","318755700","156443520000","2875800"
"248170","샘표식품","28300","300","1.07","27800","28300","27650","9114","255319075","129282493800","4568286"
"007860","서연","9640","-110","-1.13","9630","9750","9420","76618","730256340","226345696160","23479844"
"200880","서연이화","13780","80","0.58","13360","13800","13290","55449","747992860","372451861860","27028437"
"017390","서울가스","65100","-1300","-1.96","65800","65800","63200","10440","669763450","325500000000","5000000"
"031210","서울보증보험","53800","-100","-0.19","54300","54300","52300","101059","5396850950","3756401972400","69821598"
"004410","서울식품","181","-2","-1.09","182","186","175","12549861","2258520772","71413574616","394550136"
"004415","서울식품우","1197","1","0.08","1196","1200","1181","11042","13086831","2662726500","2224500"
"021050","서원","1214","18","1.51","1190","1216","1166","379118","455202045","57634152260","47474590"
"008490","서흥","19330","-470","-2.37","19800","19800","19070","34061","655123270","223630954290","11569113"
"007610","선도전기","3000","0","0.00","0","0","0","0","0","54000000000","18000000"
"136490","선진","10390","40","0.39","10300","10450","10000","84901","862394470","247070085560","23779604"
"014910","성문전자","1650","17","1.04","1633","1699","1580","178490","293767307","37060625250","22460985"
"014915","성문전자우","4205","15","0.36","4250","4250","4205","776","3295660","2523000000","600000"
"004980","성신양회","9470","-200","-2.07","9570","9570","9300","45375","428082770","232167211310","24516073"
"004985","성신양회우","10900","40","0.37","10820","10990","10700","2157","23289430","8018530500","735645"
"011300","성안머티리얼스","304","1","0.33","300","304","291","357280","105862868","48203400976","158563819"
"000180","성창기업지주","1467","-17","-1.15","1485","1487","1451","120515","177217082","102325597200","69751600"
"002420","세기상사","5360","-330","-5.80","5660","5660","5270","58553","318024670","31998921280","5969948"
"004360","세방","15300","-440","-2.80","15510","15520","15070","82826","1261089910","292468725900","19115603"
"004365","세방우","9360","-50","-0.53","9370","9370","9170","4532","41932685","34531380000","3689250"
"004490","세방전지","60500","-100","-0.17","59900","60600","58700","23118","1379635050","838530000000","13860000"
"001430","세아베스틸지주","69500","-700","-1.00","67500","69500","64500","289625","19277379400","2492417270500","35862119"
"306200","세아제강","129200","-2500","-1.90","130000","131700","125100","14685","1881122650","366449960000","2836300"
"003030","세아제강지주","191600","-400","-0.21","196000","196000","186000","32977","6286694400","793541481200","4141657"
"058650","세아홀딩스","157700","1700","1.09","156000","158000","153000","2467","382760200","680197317200","4313236"
"013000","세우글로벌","1275","-203","-13.73","1550","1561","1261","5088973","7005709316","36598914525","28705031"
"021820","세원정공","15140","-190","-1.24","16040","16040","14970","9810","148195060","151400000000","10000000"
"067830","세이브존I&C","3120","40","1.30","3050","3135","3005","98296","298603435","128047592400","41040895"
"075580","세진중공업","17100","-520","-2.95","17130","17240","16670","180673","3056262715","972125697600","56849456"
"068270","셀트리온","206000","3000","1.48","200500","207000","199100","466923","95278607800","47595941766000","231048261"
"336370","솔루스첨단소재","9260","10","0.11","8990","9410","8720","345770","3134260575","650212605440","70217344"
"33637K","솔루스첨단소재1우","1991","-14","-0.70","2005","2015","1964","17828","35336112","33665353106","16908766"
"33637L","솔루스첨단소재2우B","3280","-35","-1.06","3270","3285","3185","2419","7804715","12392810880","3778296"
"248070","솔루엠","17010","-50","-0.29","16700","17090","16370","148751","2480369500","813354174360","47816236"
"004430","송원산업","9230","70","0.76","9170","9240","8950","112098","1016927255","221520000000","24000000"
"017550","수산세보틱스","1911","-9","-0.47","1911","1920","1872","261663","496462091","119244737430","62399130"
"126720","수산인더스트리","26850","-700","-2.54","26850","27225","26200","44086","1175302725","383579100000","14286000"
"053210","스카이라이프","5090","-30","-0.59","5120","5130","5030","98865","503154250","241891840950","47522955"
"204210","스타에스엠리츠","2035","0","0.00","0","0","0","0","0","15927568525","7826815"
"026890","스틱인베스트먼트","9450","-130","-1.36","9400","9480","9230","58562","547267960","393858753750","41678175"
"134790","시디즈","19150","30","0.16","19130","19150","19000","1224","23334200","38300000000","2000000"
"462870","시프트업","32300","1200","3.86","30800","32700","30400","130330","4195889200","1905194182000","58984340"
"016590","신대양제지","13030","-340","-2.54","14650","14800","12580","229980","3042497235","525080594600","40297820"
"029530","신도리코","52000","-1600","-2.99","52300","54000","51400","15134","784330100","505217908000","9715729"
"004970","신라교역","9570","-130","-1.34","9600","9630","9400","18929","179655060","153120000000","16000000"
"011930","신성이엔지","2565","0","0.00","2465","2592","2450","10201252","25697677547","528000507315","205848151"
"004170","신세계","337000","4500","1.35","320000","338500","320000","45141","15024000750","3250425997000","9645181"
"035510","신세계 I&C","19860","-40","-0.20","19440","20100","19240","340885","6698874210","277660674000","13980900"
"031430","신세계인터내셔날","12410","70","0.57","12230","12480","12180","75559","936104700","438606630000","35343000"
"031440","신세계푸드","49350","500","1.02","48850","49550","48350","2410","118098800","191106888000","3872480"
"006880","신송홀딩스","7030","-70","-0.99","7010","7110","6960","45271","317039630","83156871740","11828858"
"005800","신영와코루","15560","60","0.39","15400","16000","15260","14742","229155370","140040000000","9000000"
"001720","신영증권","206000","4500","2.23","197600","209000","196700","29147","5920026000","3386640000000","16440000"
"009270","신원","1319","-6","-0.45","1325","1335","1295","235517","307854012","151382148367","114770393"
"002700","신일전자","1390","8","0.58","1370","1391","1366","678114","935868255","97366054190","70047521"
"002870","신풍","1183","-43","-3.51","1224","1224","1161","209322","247132744","41356142100","34958700"
"019170","신풍제약","11030","230","2.13","10650","11070","10470","68312","735491600","584424439700","52984990"
"019175","신풍제약우","17020","120","0.71","17010","17020","16780","1913","32366410","37444000000","2200000"
"481850","신한글로벌액티브리츠","1091","6","0.55","1098","1098","1076","29355","31937512","47434131424","43477664"
"404990","신한서부티엔디리츠","4450","15","0.34","4405","4450","4360","90375","396982040","264348503100","59404158"
"293940","신한알파리츠","5780","60","1.05","5750","5790","5690","178682","1027969210","699033910940","120940123"
"055550","신한지주","93500","100","0.11","93400","93900","90000","1363436","125814683500","44380182753500","474654361"
"004080","신흥","13800","-10","-0.07","13810","13810","13730","1212","16688930","129720000000","9400000"
"004770","써니전자","1663","43","2.65","1598","1670","1585","443104","723460569","59048869394","35507438"
"403550","쏘카","11480","240","2.14","11010","11500","11010","9833","110388120","377025034960","32841902"
"004920","씨아이테크","1083","-10","-0.91","1090","1100","1046","163032","174352107","56510801376","52179872"
"112610","씨에스윈드","60200","-1900","-3.06","60100","61400","59200","312281","18778923900","2538718460600","42171403"
"480370","씨케이솔루션","2275","-130","-5.41","2285","2305","2185","717472","1609511447","73895203200","32481408"
"308170","씨티알모빌리티","5140","120","2.39","5170","5170","4920","14749","74627130","44255400000","8610000"
"008700","아남전자","1592","37","2.38","1555","1677","1539","4682557","7539017682","122782713440","77124820"
"090430","아모레퍼시픽","144400","8400","6.18","134400","145200","132900","352716","49882341950","8446354399600","58492759"
"090435","아모레퍼시픽우","48850","1150","2.41","47250","49950","46800","27306","1328303700","515749995500","10557830"
"002790","아모레퍼시픽홀딩스","29350","1500","5.39","27450","29400","27300","194360","5588084575","2244047583000","76458180"
"00279K","아모레퍼시픽홀딩스3우C","24500","650","2.73","23800","24550","23400","13439","321924400","173758900000","7092200"
"002795","아모레퍼시픽홀딩스우","12480","300","2.46","12170","12520","11960","35210","432253200","80418249600","6443770"
"002030","아세아","278500","0","0.00","276000","279500","266000","4251","1164668000","577231911000","2072646"
"183190","아세아시멘트","11240","-330","-2.85","11570","11570","11140","110671","1244369270","415066875920","36927658"
"002310","아세아제지","8780","-270","-2.98","9120","9120","8580","454989","3975072985","355436437800","40482510"
"012170","아센디오","1288","-13","-1.00","1288","1301","1245","19118","24328305","24978565248","19393296"
"267850","아시아나IDT","10630","-120","-1.12","10750","10820","10150","81632","856449700","117993000000","11100000"
"020560","아시아나항공","7060","0","0.00","6960","7060","6930","45800","320170515","1454294419660","205990711"
"122900","아이마켓코리아","7510","-10","-0.13","7520","7530","7440","47535","355010580","251050588400","33428840"
"010780","아이에스동서","26900","-700","-2.54","26900","27300","26000","119336","3179116775","812029654400","30186976"
"031820","아이티센씨티에스","746","-8","-1.06","750","753","736","541170","402196081","90304393636","121051466"
"139990","아주스틸","3010","10","0.33","2910","3010","2910","24345","72123985","116653796140","38755414"
"009320","아진전자부품","1030","-6","-0.58","1065","1065","1015","139706","143662966","50778763100","49299770"
"001780","알루코","2120","0","0.00","2080","2125","2050","428133","894029411","205279879840","96830132"
"018250","애경산업","15300","950","6.62","15950","15950","14760","491882","7439261615","404072005500","26409935"
"161000","애경케미칼","11400","2100","22.58","11230","11480","10300","4822973","52765692065","554595282600","48648709"
"011090","에넥스","427","4","0.95","416","430","410","223640","94447048","25616430707","59991641"
"137310","에스디바이오센서","8130","190","2.39","7760","8130","7750","82193","656142130","989820199260","121749102"
"005850","에스엘","59800","600","1.01","57700","60000","57000","131691","7725069350","2777621496000","46448520"
