종목코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"010580","에스엠벡셀","2010","10","0.50","1985","2010","1954","148858","294806430","223616037600","111251760"
"012750","에스원","87200","-300","-0.34","86800","87500","85600","57741","4996252100","3313528321600","37999178"
"023960","에쓰씨엔지니어링","1507","19","1.28","1470","1559","1429","325699","486601945","57320214325","38035975"
"298690","에어부산","1870","39","2.13","1820","1873","1811","188464","347438137","218116800000","116640000"
"140910","에이리츠","3130","0","0.00","0","0","0","0","0","13969290160","4463032"
"078520","에이블씨엔씨","13340","540","4.22","12660","13450","12460","188385","2482224685","347028907740","26014161"
"015260","에이엔피","672","-80","-10.64","710","710","644","2524717","1709787213","31662552768","47116894"
"007460","에이프로젠","337","21","6.65","315","343","305","7360661","2413410647","110975795110","329305030"
"003060","에이프로젠바이오로직스","305","3","0.99","302","316","291","3379237","1028753867","60514392725","198407845"
"244920","에이플러스에셋","10510","-230","-2.14","10660","10820","10450","31427","333657230","237606853430","22607693"
"278470","에이피알","327000","17000","5.48","307500","329000","307000","225222","72143047000","12242276685000","37438155"
"450080","에코프로머티","73400","3500","5.01","68700","74500","66500","1954793","139459593600","5179012543600","70558754"
"019490","엑시큐어하이트론","541","0","0.00","0","0","0","0","0","41349858070","76432270"
"036570","엔씨소프트","230000","4500","2.00","220500","230500","220500","99190","22615956750","4955125060000","21544022"
"085310","엔케이","1087","-47","-4.14","1098","1104","1070","421829","458661969","85742910014","78880322"
"900140","엘브이엠씨홀딩스","1657","-2","-0.12","1640","1684","1619","787107","1299757130","320199395824","193240432"
"066970","엘앤에프","155300","10800","7.47","141000","158400","140000","1897659","287913527600","6261969638600","40321762"
"097520","엠씨넥스","22100","-450","-2.00","22150","22550","21700","47853","1048175325","384573150000","17401500"
"484870","엠앤씨솔루션","103200","-5200","-4.80","104900","105600","102000","22752","2347146800","944682480000","9153900"
"014440","영보화학","4680","-10","-0.21","4645","4685","4615","22537","104860955","93600000000","20000000"
"111770","영원무역","81800","600","0.74","80500","81800","79600","42956","3465588800","3624678082400","44311468"
"009970","영원무역홀딩스","222500","3500","1.60","219500","224500","213500","11972","2612612500","3003580232500","13499237"
"003520","영진약품","1789","14","0.79","1750","1789","1742","222666","393068354","327195095759","182892731"
"000670","영풍","59700","-1200","-1.97","60900","60900","58100","49178","2911064950","1079253615000","18077950"
"012280","영화금속","1038","-3","-0.29","1032","1048","1006","206316","211948027","53627756190","51664505"
"012160","영흥","573","-3","-0.52","576","576","554","58578","32986038","58050843156","101310372"
"007310","오뚜기","359500","-3000","-0.83","360000","360000","355500","4292","1536087250","1440814885000","4007830"
"002630","오리엔트바이오","628","46","7.90","600","736","600","13064887","8830094034","74470127140","118583005"
"271560","오리온","134500","2300","1.74","131000","134700","129500","147172","19591229450","5317609754000","39536132"
"001800","오리온홀딩스","25200","-250","-0.98","25000","25300","24250","222240","5533049825","1578664634400","62645422"
"005320","온타이드","525","10","1.94","515","535","503","215263","111598327","35897237250","68375690"
"011690","와이투솔루션","5760","-20","-0.35","5660","5840","5490","512056","2900990000","211417309440","36704394"
"316140","우리금융지주","33600","400","1.20","32550","33750","32250","1360207","45099048575","24664964352000","734076320"
"006980","우성","20950","0","0.00","20950","21250","20200","3972","82432100","64735500000","3090000"
"017370","우신시스템","5750","0","0.00","5750","5860","5560","40468","231331490","105305810500","18314054"
"105840","우진","24400","-1000","-3.94","24300","25100","23600","556856","13493819475","492823148000","20197670"
"010400","우진아이엔에스","3755","20","0.54","3690","3770","3670","9559","35520495","28620610000","7622000"
"049800","우진플라임","2555","35","1.39","2525","2560","2450","12666","31887977","51100000000","20000000"
"016880","웅진","2720","5","0.18","2655","2750","2620","544020","1462403722","217401657600","79927080"
"095720","웅진씽크빅","1166","16","1.39","1145","1168","1143","48154","55540632","134679978510","115505985"
"005820","원림","15480","-170","-1.09","15640","15640","15360","2275","35095150","35572575600","2297970"
"008600","윌비스","2620","0","0.00","0","0","0","0","0","17615839860","6723603"
"033270","유나이티드제약","20700","400","1.97","20150","20750","19970","31110","635600140","329353042500","15910775"
"014830","유니드","84000","700","0.84","82300","84700","79500","25061","2087841200","568478400000","6767600"
"446070","유니드비티플러스","3025","-25","-0.82","3040","3045","2945","13005","38978214","32098925375","10611215"
"000910","유니온","4390","-105","-2.34","4550","4550","4365","128490","568811934","68535007410","15611619"
"047400","유니온머티리얼","1622","-92","-5.37","1714","1714","1590","1120475","1829973431","68124000000","42000000"
"011330","유니켐","725","-7","-0.96","745","768","700","869425","630843459","68319905925","94234353"
"077500","유니퀘스트","6110","0","0.00","6010","6190","5880","104369","624633670","131976623220","21600102"
"002920","유성기업","1951","-48","-2.40","1957","1987","1944","30639","59786313","50623572500","25947500"
"000700","유수홀딩스","6670","-100","-1.48","6670","6750","6520","71975","476281610","173698886040","26041812"
"003470","유안타증권","5000","85","1.73","4870","5020","4800","537388","2640971484","997982880000","199596576"
"003475","유안타증권우","4705","95","2.06","4625","4720","4555","71806","334120020","60751957460","12912212"
"072130","유엔젤","5300","-120","-2.21","5410","5660","5260","429868","2339747905","68345906200","12895454"
"000220","유유제약","4350","0","0.00","4305","4360","4255","32247","138878515","74090726850","17032351"
"000225","유유제약1우","4425","-5","-0.11","4500","4500","4325","7944","34716190","10031165250","2266930"
"000227","유유제약2우B","10710","80","0.75","10800","10800","10630","1460","15673620","3486747600","325560"
"001200","유진투자증권","4960","30","0.61","4825","4995","4790","846562","4133193610","480457433280","96866418"
"000100","유한양행","100400","1400","1.41","97900","100400","97100","178711","17696528050","7996619140400","79647601"
"000105","유한양행우","87800","200","0.23","87600","88400","86000","1711","149059900","103686532000","1180940"
"003460","유화증권","3720","60","1.64","3630","3740","3530","235337","855150957","210932983800","56702415"
"003465","유화증권우","3635","-20","-0.55","3510","3635","3510","2838","10182540","63526804875","17476425"
"008730","율촌화학","23950","100","0.42","23550","24250","23000","59332","1396161450","593960000000","24800000"
"008250","이건산업","3955","5","0.13","3920","3990","3720","24199","93184423","43317671425","10952635"
"025820","이구산업","4785","30","0.63","4750","4845","4615","195076","919704571","160019970000","33442000"
"214320","이노션","18180","-40","-0.22","17990","18230","17900","117084","2116994150","727200000000","40000000"
"088260","이리츠코크렙","4870","25","0.52","4840","4870","4795","53642","259003910","308473543300","63341590"
"139480","이마트","100000","2200","2.25","95500","101500","95100","297283","29448362700","2759581900000","27595819"
"457190","이수스페셜티케미컬","94400","2700","2.94","90200","97700","89700","329837","30951050400","2852661516800","30218872"
"007660","이수페타시스","110500","-4500","-3.91","110100","113000","106800","878951","95906608850","8111718699500","73409219"
"005950","이수화학","7980","100","1.27","7880","8150","7670","131540","1038907235","209827468620","26294169"
"015020","이스타코","464","0","0.00","0","0","0","0","0","19883142400","42851600"
"074610","이엔플러스","5110","0","0.00","0","0","0","0","0","44815400070","8770137"
"102460","이연제약","10080","0","0.00","10000","10090","9900","34946","349118265","187355054880","18586811"
"084680","이월드","1578","20","1.28","1550","1578","1515","296689","456464816","223770172554","141806193"
"350520","이지스레지던스리츠","3680","10","0.27","3650","3705","3625","28368","103929016","135667623360","36866202"
"334890","이지스밸류플러스리츠","4100","-60","-1.44","4155","4155","4050","184570","752610526","284739600300","69448683"
"000760","이화산업","15090","-30","-0.20","15590","15590","14700","2040","30984370","42252000000","2800000"
"014990","인디에프","741","-4","-0.54","744","769","734","69052","51296221","55658729295","75112995"
"101140","인바이오젠","10220","220","2.20","10300","10780","10000","30410","316063530","102651887520","10044216"
"006490","인스코비","241","-4","-1.63","240","262","232","1673894","410289604","30338554197","125886117"
"023800","인지컨트롤스","6760","50","0.75","6700","6820","6600","35244","236600200","106870171720","15809197"
"034590","인천도시가스","26950","-250","-0.92","27000","27050","26850","5512","148455125","117899620300","4374754"
"129260","인터지스","2460","-5","-0.20","2445","2460","2410","41623","101219182","73179770040","29747874"
"023810","인팩","7990","-100","-1.24","8000","8000","7660","26195","205010610","79900000000","10000000"
"249420","일동제약","30250","150","0.50","30000","30300","29350","106983","3189431400","957057123000","31638252"
"000230","일동홀딩스","10560","0","0.00","10480","10560","9980","19835","202799450","121866624000","11540400"
"013360","일성건설","1864","-16","-0.85","1830","1900","1794","297699","545886276","100702376320","54024880"
"003120","일성아이에스","23250","0","0.00","23200","23550","22900","6120","142094100","309225000000","13300000"
"003200","일신방직","12150","70","0.58","12000","12300","11740","28060","334350260","278964000000","22960000"
"007110","일신석재","1518","-6","-0.39","1503","1525","1475","284630","425693923","117579133980","77456610"
"007570","일양약품","12970","-660","-4.84","13240","13480","12210","208974","2683751845","247541062080","19085664"
"007575","일양약품우","12480","-980","-7.28","13050","13050","12470","2741","34454310","5554598400","445080"
"008500","일정실업","2785","245","9.65","2565","2815","2540","79373","215668210","16710000000","6000000"
"081000","일진다이아","13390","-140","-1.03","13490","13530","13000","37810","499221385","190177835250","14202975"
"020760","일진디스플","902","0","0.00","0","0","0","0","0","46465394382","51513741"
"103590","일진전기","75100","-2900","-3.72","75800","76850","72400","323890","24135528250","3581172789000","47685390"
"271940","일진하이솔루스","15880","-300","-1.85","16000","16000","15500","56200","880410585","576653457200","36313190"
"015860","일진홀딩스","7080","-140","-1.94","7130","7130","6820","127129","883747255","349380179640","49347483"
"226320","잇츠한불","10170","20","0.20","10060","10340","10000","21025","214061120","223021133550","21929315"
"317400","자이에스앤디","4220","-40","-0.94","4260","4260","4120","114099","478097250","163662234400","38782520"
"033240","자화전자","36250","-800","-2.16","36400","36800","35150","112975","4051257175","783199447500","21605502"
"000950","전방","35700","-750","-2.06","36350","36550","34550","1055","37080125","59976000000","1680000"
"079900","전진건설로봇","53600","1000","1.90","51900","54100","51300","45745","2421862400","782160412000","14592545"
"348950","제이알글로벌리츠","1574","-3","-0.19","1590","1598","1540","608881","950398141","310669824000","197376000"
"194370","제이에스코퍼레이션","11700","100","0.86","11550","11700","11330","56528","648035950","339496068600","29016758"
"030000","제일기획","19830","0","0.00","19810","19890","19550","363416","7156923500","2281267491750","115041225"
"271980","제일약품","14220","-50","-0.35","14050","14300","13740","31653","443822410","209103279840","14704872"
"001560","제일연마","10940","-160","-1.44","11090","11190","10910","4646","51029300","107212000000","9800000"
"002620","제일파마홀딩스","8730","-60","-0.68","8790","8790","8540","11958","103732050","139447389150","15973355"
"006220","제주은행","12810","-80","-0.62","12600","12910","12340","122588","1545798350","484199515170","37798557"
"089590","제주항공","5160","80","1.57","5070","5160","5010","244925","1245491095","416107482600","80640985"
"004910","조광페인트","4980","-10","-0.20","4990","4990","4830","43341","213432510","63744000000","12800000"
"004700","조광피혁","70300","700","1.01","69600","70300","66900","4771","332147800","467434401400","6649138"
"001550","조비","15050","-960","-6.00","16620","16620","14960","296145","4571374110","78143196950","5192239"
"462520","조선내화","13900","-10","-0.07","13810","13970","13760","6632","91700750","164786835200","11855168"
"120030","조선선재","99300","-1100","-1.10","99600","100600","98500","1274","126392100","124884744300","1257651"
"018470","조일알미늄","1216","4","0.33","1210","1220","1191","505208","607303479","153984172736","126631721"
"002600","조흥","146200","400","0.27","144800","146200","144600","232","33710900","87720000000","600000"
"185750","종근당","91700","0","0.00","91700","91700","89500","23361","2116785600","1265714926000","13802780"
"063160","종근당바이오","19410","10","0.05","19800","19800","18980","9147","176002455","106482522420","5485962"
"001630","종근당홀딩스","49850","1000","2.05","48750","49850","48600","4632","226640300","249741570850","5009861"
"109070","주성코퍼레이션","1319","24","1.85","1250","1450","1246","2495416","3393349855","69656693370","52810230"
"044380","주연테크","384","-3","-0.78","383","387","377","67531","25772824","24760927488","64481582"
"013890","지누스","10820","-190","-1.73","10950","11010","10560","30414","328500930","240794512320","22254576"
"013870","지엠비코리아","5070","-90","-1.74","5110","5120","4980","36751","184276459","96696459600","19072280"
"071320","지역난방공사","79400","-10800","-11.97","82700","82800","78300","104304","8260084300","919352273600","11578744"
"088790","진도","2535","-55","-2.12","2650","2650","2495","26891","67873435","31555031040","12447744"
"003780","진양산업","5530","-30","-0.54","5610","5610","5430","34693","190425160","71890000000","13000000"
"010640","진양폴리","2495","25","1.01","2470","2500","2430","34365","85187601","24950000000","10000000"
"100250","진양홀딩스","3000","-10","-0.33","2995","3025","2980","80426","241119301","191700000000","63900000"
"051630","진양화학","2290","30","1.33","2260","2290","2185","93958","209298359","48548000000","21200000"
"272450","진에어","6320","10","0.16","6270","6400","6110","140133","874708900","329904000000","52200000"
"011000","진원생명과학","971","35","3.74","910","1015","895","1294455","1264680266","88247302697","90882907"
"002780","진흥기업","953","-39","-3.93","972","982","946","3067016","2954070134","138634572985","145471745"
"002787","진흥기업2우B","7900","220","2.86","7640","7940","7640","564","4400230","2328983200","294808"
"002785","진흥기업우B","3445","-25","-0.72","3390","3465","3380","1259","4319375","2953116010","857218"
"025620","차AI헬스케어","9180","-120","-1.29","9300","9680","9020","7854","72149280","167112472140","18203973"
"009310","참엔지니어링","1065","0","0.00","0","0","0","0","0","23307603810","21885074"
"000650","천일고속","221000","-2500","-1.12","223500","223500","214000","1916","418133250","315857620000","1429220"
"033250","체시스","974","-4","-0.41","978","988","944","170662","165424470","31168000000","32000000"
"035720","카카오","48800","150","0.31","47550","48800","46950","1271649","61024342525","21607001686400","442766428"
"323410","카카오뱅크","24650","150","0.61","24000","24750","23650","536792","13027621850","11759133047050","477043937"
"377300","카카오페이","53500","1000","1.90","50600","53600","50000","432141","22570160800","7234497161000","135224246"
"006380","카프로","3660","0","0.00","0","0","0","0","0","618539985360","168999996"
"279570","케이뱅크","6270","-100","-1.57","6250","6310","6150","2190810","13621920410","2543708596770","405695151"
"001620","케이비아이동국실업","660","23","3.61","637","664","618","399510","258694494","73453400460","111293031"
"029460","케이씨","31450","-650","-2.02","31150","31850","30250","36834","1136824175","404766123150","12870147"
"281820","케이씨텍","48800","250","0.51","46500","49550","45600","130691","6216309925","1009687762400","20690323"
"381970","케이카","14190","20","0.14","14170","14240","13970","57833","815764425","692767833120","48820848"
"145270","케이탑리츠","904","0","0.00","905","906","892","103943","93655936","43446939696","48060774"
"417310","코람코더원리츠","9690","-20","-0.21","9720","9720","9540","76558","736975300","391476000000","40400000"
"357120","코람코라이프인프라리츠","4560","-35","-0.76","4520","4585","4515","89707","407532194","443849214240","97335354"
"007815","코리아써우","19800","410","2.11","19100","20400","18600","20538","401854500","58700862000","2964690"
"007810","코리아써키트","84000","3300","4.09","79300","87400","78500","635651","52628595400","2014540416000","23982624"
"00781K","코리아써키트2우B","14130","160","1.15","13620","14150","13560","5016","69734440","11073666870","783699"
"003690","코리안리","13330","-20","-0.15","13260","13430","12880","409119","5410605830","2596964343230","194821031"
"192820","코스맥스","205000","16200","8.58","188700","208000","185100","146270","29609361000","2326649345000","11349509"
"044820","코스맥스비티아이","16190","510","3.25","15680","16190","15540","24026","383898790","155487480990","9603921"
"005070","코스모신소재","51700","1800","3.61","48750","52500","47800","235236","11889922225","1680806085200","32510756"
"005420","코스모화학","15400","270","1.78","14990","15600","14330","236837","3551363390","591486711200","38408228"
"071950","코아스","1726","-174","-9.16","1905","1994","1684","208914","371180100","20574622482","11920407"
"002020","코오롱","69800","6800","10.79","63500","69800","62100","225867","14839231750","900956064000","12907680"
"138490","코오롱ENP","15000","-380","-2.47","14610","15050","14120","293458","4316788915","570000000000","38000000"
"003070","코오롱글로벌","10800","290","2.76","10490","10890","10160","79032","830596115","274578757200","25423959"
"003075","코오롱글로벌우","16080","330","2.10","15730","16080","15530","646","10151460","11911050960","740737"
"002025","코오롱우","30000","1450","5.08","28450","30100","27850","12223","356145900","34813110000","1160437"
"120110","코오롱인더","80000","-500","-0.62","79200","80000","75800","329413","25720060650","2201527280000","27519091"
"120115","코오롱인더우","28200","-750","-2.59","28950","28950","27750","11021","309714025","78053652000","2767860"
"021240","코웨이","73500","200","0.27","72600","73900","71500","220156","16058806000","5201405811000","70767426"
"036420","콘텐트리중앙","6040","-140","-2.27","6120","6160","5920","90920","544768815","116344340320","19262308"
"024720","콜마홀딩스","9180","120","1.32","8970","9200","8900","55207","496605845","314839657620","34296259"
"192400","쿠쿠홀딩스","28300","-350","-1.22","28650","28700","27900","35452","1002509525","1006409835500","35562185"
"284740","쿠쿠홈시스","24350","-300","-1.22","24500","24700","24100","23433","569415875","546348985500","22437330"
"264900","크라운제과","8350","-30","-0.36","8380","8380","8250","7261","60285920","104574147500","12523850"
"26490K","크라운제과우","8930","-260","-2.83","9190","9190","8840","1916","17077320","6907890800","773560"
"005740","크라운해태홀딩스","6750","-50","-0.74","6750","6870","6610","14469","96935895","100219592250","14847347"
"005745","크라운해태홀딩스우","7480","-10","-0.13","7490","7490","7480","119","891130","4493430480","600726"
"259960","크래프톤","254500","13000","5.38","242000","256000","240000","257487","64720972500","12064850159500","47406091"
"020120","키다리스튜디오","3260","50","1.56","3190","3260","3115","114691","363091115","120827877160","37063766"
"039490","키움증권","435000","16500","3.94","404000","438250","400500","102274","43386341500","11402085150000","26211690"
"014580","태경비케이","4520","-50","-1.09","4565","4565","4430","109494","490733232","124675612000","27583100"
"015890","태경산업","4860","-40","-0.82","4900","4900","4820","37712","182954900","142051725000","29228750"
"006890","태경케미컬","9180","-40","-0.43","9450","10160","8880","1140753","10933275765","106488000000","11600000"
"003240","태광산업","1177000","-2000","-0.17","1158000","1177000","1127000","1996","2302126000","1310471800000","1113400"
"011280","태림포장","2205","-290","-11.62","2585","2665","2170","6893066","16804309040","156127097700","70805940"
"004100","태양금속","3095","10","0.32","3030","3150","3030","584224","1806201551","113586500000","36700000"
"004105","태양금속우","3915","55","1.42","3860","3950","3825","16119","62733290","12919500000","3300000"
"009410","태영건설","1837","13","0.71","1810","1839","1763","266083","479266339","546672973286","297590078"
"009415","태영건설우","5870","-30","-0.51","5900","5900","5800","1471","8580830","3815347380","649974"
"001420","태원물산","2845","15","0.53","2810","2845","2715","12216","33832480","21622000000","7600000"
"055490","테이팩스","15830","680","4.49","14930","16000","14760","35622","550844130","75503559500","4769650"
"078000","텔코웨어","17190","110","0.64","17000","17330","16730","11179","189248975","158836923630","9240077"
"214420","토니모리","6990","240","3.56","6720","7080","6610","139028","961340505","168143045010","24054799"
"019180","티에이치엔","8300","-130","-1.54","8300","8380","8100","239391","1976614570","149400000000","18000000"
"217590","티엠씨","20800","-1000","-4.59","20450","22000","20050","828652","17253113200","501159880000","24094225"
"363280","티와이홀딩스","2785","-40","-1.42","2805","2805","2720","42498","117240511","140445511380","50429268"
"36328K","티와이홀딩스우","4050","-20","-0.49","4050","4060","3995","2099","8453645","5034206700","1243014"
"091810","티웨이항공","1125","26","2.37","1090","1125","1077","576371","630754313","377982039375","335984035"
"004870","티웨이홀딩스","357","3","0.85","354","362","343","255973","90116982","40399367358","113163494"
"034230","파라다이스","17830","840","4.94","16800","17840","16730","767003","13443730190","1651581881060","92629382"
"005690","파미셀","16920","550","3.36","16060","17020","15800","874404","14466400430","1015487030880","60016964"
"036580","팜스코","3220","-65","-1.98","3240","3240","3135","43665","138853965","118263976460","36727943"
"004720","팜젠사이언스","3815","-20","-0.52","3800","3835","3725","31518","119088218","83756425130","21954502"
"028670","팬오션","4900","-80","-1.61","4810","4930","4755","2395353","11597771193","2619390608800","534569512"
"010820","퍼스텍","7140","-90","-1.24","7160","7250","6920","678986","4792594445","348231637320","48771938"
"016800","퍼시스","37750","-400","-1.05","38200","38250","37200","492","18499450","434125000000","11500000"
"001020","페이퍼코리아","634","0","0.00","649","680","626","719719","467043751","112841420442","177983313"
"090080","평화산업","910","9","1.00","901","922","897","126576","114846650","49961055690","54902259"
"010770","평화홀딩스","3900","20","0.52","3840","3920","3800","23171","89076313","57039317400","14625466"
"022100","포스코DX","30550","200","0.66","29750","31150","28950","434634","13020107800","4644660970950","152034729"
"058430","포스코스틸리온","45900","0","0.00","45850","46200","45100","27446","1250713650","275400000000","6000000"
"047050","포스코인터내셔널","74500","-3700","-4.73","76900","77200","72600","975843","72094386500","13106247706000","175922788"
"003670","포스코퓨처엠","209000","9000","4.50","195700","212500","190400","450176","91264753500","18589759980000","88946220"
"017810","풀무원","12110","-10","-0.08","12050","12560","11780","76224","913907245","461639763620","38120542"
"103140","풍산","91700","-1800","-1.93","91000","92000","88800","130794","11806268900","2569826292600","28024278"
"005810","풍산홀딩스","35350","-600","-1.67","35050","35600","34350","45823","1595738975","509651272200","14417292"
"950210","프레스티지바이오파마","10280","-230","-2.19","10450","10500","10100","58865","607120775","617788473400","60096155"
"009810","플레이그램","1064","5","0.47","1103","1103","1034","55034","57636258","32321660000","30377500"
"086790","하나금융지주","110400","1600","1.47","105300","110600","104200","853865","92475120100","30727169865600","278325814"
"293480","하나제약","9470","110","1.18","9330","9470","9200","15909","147821530","168309798620","17772946"
"039130","하나투어","41450","200","0.48","41150","41450","40550","94140","3866129900","642057681400","15489932"
"352820","하이브","307000","3000","0.99","298000","308500","293000","211067","63536148750","13221828722000","43067846"
"071090","하이스틸","3445","25","0.73","3400","3450","3300","93628","315895135","69559617595","20191471"
"000080","하이트진로","16730","190","1.15","16510","16740","16330","132871","2200912080","1173335312030","70133611"
"000087","하이트진로2우B","13960","0","0.00","13970","14000","13890","1064","14841180","15776726480","1130138"
"000140","하이트진로홀딩스","9070","0","0.00","9050","9070","8850","43455","386835385","210485358550","23206765"
"000145","하이트진로홀딩스우","11680","10","0.09","11480","11680","11480","32","371640","5499060800","470810"
"152550","한국ANKOR유전","296","-12","-3.90","330","379","293","159244843","53184473152","20725920000","70020000"
"036460","한국가스공사","35400","-600","-1.67","35400","35500","34600","220082","7707993050","3267880200000","92313000"
"005430","한국공항","56700","200","0.35","56500","56700","54200","11480","636355650","179532328500","3166355"
"071050","한국금융지주","220000","4000","1.85","208000","220000","206000","213218","45774117250","12259718240000","55725992"
"071055","한국금융지주우","163400","2400","1.49","155100","164700","155100","36013","5767372400","957238213400","5858251"
"010040","한국내화","1915","-54","-2.74","1960","1960","1910","53633","102718359","78643423730","41067062"
"025540","한국단자","78700","-800","-1.01","77700","79500","75900","39285","3059474200","796050500000","10115000"
"010100","한국무브넥스","4595","110","2.45","4405","4620","4355","192277","862681480","139919679900","30450420"
"004090","한국석유","16730","-910","-5.16","18040","18190","16580","895110","15443983660","212372627600","12694120"
"002200","한국수출포장","2900","-140","-4.61","3100","3185","2880","2073792","6220560874","116000000000","40000000"
"002960","한국쉘석유","480000","3500","0.73","477500","482000","471000","1791","853139000","624000000000","1300000"
"000240","한국앤컴퍼니","26900","-200","-0.74","26450","27000","25800","82234","2175044300","2553757956000","94935240"
"123890","한국자산신탁","2840","25","0.89","2820","2850","2775","291289","818680256","347541949840","122373926"
"015760","한국전력","43900","-2100","-4.57","44150","44400","42200","2748626","119273278525","28182222980300","641964077"
"006200","한국전자홀딩스","1020","40","4.08","941","1045","941","2339451","2354214526","47739198720","46803136"
"027970","한국제지","799","18","2.30","780","857","779","2830523","2318912016","151952411363","190178237"
"023350","한국종합기술","4690","115","2.51","4500","4690","4480","24199","110100280","51355500000","10950000"
"025890","한국주강","1780","68","3.97","1698","1828","1691","472334","837312434","20130481020","11309259"
"000970","한국주철관","6750","20","0.30","6710","6750","6640","49835","334210325","153903375000","22800500"
"104700","한국철강","9180","-70","-0.76","9180","9550","9020","22226","203002495","334611000000","36450000"
"017960","한국카본","40500","-2300","-5.37","41300","41550","39600","540525","21767565900","2102292306000","51908452"
"161890","한국콜마","80200","2800","3.62","75200","81500","74800","484072","38603328100","1893127175400","23605077"
"161390","한국타이어앤테크놀로지","58000","600","1.05","57300","58400","55400","295280","16895053000","7184754002000","123875069"
"034830","한국토지신탁","1710","-34","-1.95","1728","1743","1666","2138984","3654628191","431756583300","252489230"
"007280","한국특강","1441","-2","-0.14","1438","1472","1425","151978","220617188","87631981151","60813311"
"047810","한국항공우주","186500","-1500","-0.80","181000","188700","177200","471152","86042959050","18179107455500","97475107"
"123690","한국화장품","8300","290","3.62","7960","8310","7780","121602","987667345","133364400000","16068000"
"003350","한국화장품제조","45900","1100","2.46","44700","46100","43200","20835","932662425","208018800000","4532000"
"011500","한농화성","21000","350","1.69","20600","21600","19820","211570","4394658305","328377882000","15637042"
"002390","한독","10750","-30","-0.28","10810","10900","10650","17644","189243630","147957979750","13763533"
"053690","한미글로벌","26100","-600","-2.25","26250","27350","25600","411261","10833551275","285992055000","10957550"
"042700","한미반도체","275500","-2500","-0.90","269000","281000","257000","773071","207308154000","26258511100000","95312200"
"008930","한미사이언스","38400","450","1.19","37350","38700","36900","102899","3889876325","2626235520000","68391550"
"128940","한미약품","549000","-2000","-0.36","535000","556000","523000","70078","37790657500","7033234059000","12810991"
"009240","한샘","42900","100","0.23","42100","43000","41650","17410","736056025","1009605511200","23533928"
"020000","한섬","26000","-400","-1.52","25500","26350","25400","80019","2082647050","583381422000","22437747"
"003680","한성기업","5060","40","0.80","4990","5100","4985","16623","83440160","31420145900","6209515"
"105630","한세실업","12200","70","0.58","12100","12270","11980","69485","841967410","488000000000","40000000"
"069640","한세엠케이","607","20","3.41","621","621","596","15012","9105869","27197546714","44806502"
"016450","한세예스24홀딩스","4920","60","1.23","4875","4935","4700","167082","817975540","196800000000","40000000"
"009180","한솔로지스틱스","2915","-30","-1.02","2945","2950","2860","83112","239898700","82074229875","28155825"
"213500","한솔제지","8600","30","0.35","8600","8700","8370","268166","2286452245","204684953600","23800576"
"014680","한솔케미칼","273000","-9500","-3.36","277500","284000","265000","49475","13327039250","3104063235000","11370195"
"004710","한솔테크닉스","4880","25","0.51","4810","4925","4715","101015","481422121","155134604640","31789878"
"004150","한솔홀딩스","3420","20","0.59","3370","3420","3340","147597","497040645","140311040400","41026620"
"025750","한솔홈데코","548","-5","-0.90","553","555","545","167858","92153820","44149701652","80565149"
"004960","한신공영","14880","-370","-2.43","14780","15060","14380","176790","2609477950","172172045760","11570702"
"011700","한신기계","4450","-150","-3.26","4490","4585","4395","619776","2777160841","144385371950","32446151"
"001750","한양증권","27100","900","3.44","26500","27150","26100","87491","2334127925","344943271400","12728534"
"001755","한양증권우","26700","800","3.09","26000","26700","25500","6597","173071950","14017500000","525000"
"018880","한온시스템","3940","45","1.16","3790","3940","3735","6564245","25190240159","4043474454880","1026262552"
"009420","한올바이오파마","63300","-1100","-1.71","63700","64300","60800","402848","25127792300","3306832385400","52240638"
"014130","한익스프레스","2650","5","0.19","2660","2660","2585","13203","34535765","31800000000","12000000"
"300720","한일시멘트","16530","-60","-0.36","16400","16570","15990","87990","1434418240","1215702304770","73545209"
"002220","한일철강","3710","-15","-0.40","3690","3735","3595","59957","219562895","99047576600","26697460"
"003300","한일홀딩스","18240","-220","-1.19","18000","18360","17960","52410","950914660","562391804160","30832884"
"051600","한전KPS","59000","-1600","-2.64","58700","59300","57400","258903","15098072700","2655000000000","45000000"
"052690","한전기술","157000","-6900","-4.21","159000","159900","150800","205195","31785545300","6000540000000","38220000"
"130660","한전산업","19140","-410","-2.10","18910","19140","18280","411059","7693158900","623964000000","32600000"
"002320","한진","19060","-340","-1.75","19330","19340","18910","73046","1391054435","295784820960","15518616"
"003480","한진중공업홀딩스","4890","-130","-2.59","5020","5020","4870","168353","828698501","144400780680","29529812"
"180640","한진칼","117200","-1100","-0.93","117800","117800","112500","86234","9948867200","7824539098800","66762279"
"18064K","한진칼우","34500","0","0.00","34050","34700","33550","3062","104175500","18518427000","536766"
"005110","한창","1254","0","0.00","0","0","0","0","0","26467434378","21106407"
"009460","한창제지","626","71","12.79","590","721","560","38885629","26833200823","37351846236","59667486"
"372910","한컴라이프케어","2390","-10","-0.42","2390","2410","2350","107322","254523349","66141830340","27674406"
"000880","한화","111500","400","0.36","107100","112800","103900","443414","48004228350","8357898952500","74958735"
"00088K","한화3우B","45600","550","1.22","44850","45600","43000","69227","3059053550","884842509600","19404441"
